"mz","rt","adduct","isotopes","Formula","Compound","HMDBID","intenVale","pvals","pfdr","cvs"
147.5162,34.65,"[M+K]+ 108.553","","","",NA,2184474.1,8.5408906e-09,2e-08,21.88
307.044,61.3,"","","C14H10O8; ","2-(3,4-Dihydroxybenzoyloxy)-4,6-dihydroxybenzoate; ","HMDB0059651; ",3369198.3,8.6514279e-09,2e-08,30.99
195.1229,76.29,"[M+H]+ 194.116","","C8H18O5; ","Tetraethylene glycol; ","HMDB0094708; ",3602876.8,8.686936e-09,2e-08,2.3
750.5759,38.24,"","","","",NA,1165858,8.9648909e-09,2e-08,50.57
72.0286,34.83,"[M+K]+ 33.0651 [M+H+Na]2+ 120.059","","","",NA,1345459.3,9.1036909e-09,3e-08,6.7
434.9556,39.35,"","","","",NA,3666365.5,1.017739e-08,3e-08,4.97
297.0695,38.31,"","[50][M+1]+","C10H11F3N2O5; ","Trifluridine; ","HMDB0014576; ",2936723.6,1.0229774e-08,3e-08,6.17
310.1285,67.63,"","","","",NA,960987.1,1.0392733e-08,3e-08,43.54
610.6455,38.3,"","","","",NA,1243831.6,1.0509347e-08,3e-08,6.47
726.0282,44.08,"","","","",NA,1161227.1,1.1279194e-08,3e-08,37.73
233.9821,48.01,"","","","",NA,362569.4,1.1766798e-08,3e-08,42.21
417.0025,39.69,"","[57][M]+","","",NA,12750252.4,1.3912484e-08,4e-08,34.15
438.9845,39.1,"","[60][M]+","","",NA,16412357.9,1.5828252e-08,4e-08,34.45
316.9388,39.47,"","","","",NA,1723689.8,1.6609985e-08,4e-08,5.49
247.1289,63.22,"[M+H]+ 246.122","[47][M]+","C10H18N2O5; ","L-beta-aspartyl-L-leucine; gamma-Glutamylvaline; Aspartyl-Isoleucine; Aspartyl-Leucine; Glutamylvaline; ","HMDB0011166; HMDB0011172; HMDB0028756; HMDB0028757; HMDB0028832; ",3017778.6,2.0500189e-08,6e-08,12.57
287.9389,39.84,"[M+K]+ 248.976","","","",NA,2668997.9,2.1021522e-08,6e-08,10.26
163.9404,23.04,"","","","",NA,13589192.2,2.3650412e-08,6e-08,5.97
90.0202,34.66,"","","","",NA,13763585.9,2.3793673e-08,6e-08,5.58
518.6529,38.17,"[M+H-COCH2]+ 559.657","","","",NA,940696.3,2.4399981e-08,7e-08,30.88
145.993,34.77,"","[19][M+2]+","","",NA,906161,2.4550824e-08,7e-08,4.63
247.1288,92.72,"","","C10H18N2O5; ","L-beta-aspartyl-L-leucine; gamma-Glutamylvaline; Aspartyl-Isoleucine; Aspartyl-Leucine; Glutamylvaline; ","HMDB0011166; HMDB0011172; HMDB0028756; HMDB0028757; HMDB0028832; ",4275631.9,2.5722054e-08,7e-08,6.28
281.9946,34.78,"","","","",NA,2088515.2,2.6763012e-08,7e-08,31.89
176.5539,34.01,"","","","",NA,1387586.5,2.7729388e-08,7e-08,3.01
104.071,41.58,"","","C4H9NO2; ","Dimethylglycine; gamma-Aminobutyric acid; L-alpha-Aminobutyric acid; D-alpha-Aminobutyric acid; 2-Aminoisobutyric acid; ","HMDB0000092; HMDB0000112; HMDB0000452; HMDB0000650; HMDB0001906; ",3198672,2.7977717e-08,7e-08,9.12
75.0641,41.13,"[M+H-COCH2]+ 116.067","","","",NA,514760.9,2.8065221e-08,7e-08,7.64
558.8965,38.28,"","","","",NA,383599.5,3.0425451e-08,8e-08,42.44
177.0871,48.35,"","","C6H12N2O4; ","Alanylserine; Glycyl-Threonine; Serylalanine; Threonylglycine; ","HMDB0028696; HMDB0028851; HMDB0029032; HMDB0029061; ",3799488.7,3.0873915e-08,8e-08,7.42
754.5702,38.22,"[3M+Na]+ 243.86","","","",NA,1124420.8,3.1219309e-08,8e-08,44.72
127.9825,34.82,"[M+H]+ 126.975","","","",NA,2072585.5,3.17706e-08,8e-08,2.71
694.6145,38.24,"[M+Na+NaCOOH]+ 603.637","","","",NA,1652032,3.2776362e-08,9e-08,53.44
137.0791,59.95,"","[16][M+1]+","","",NA,59486690,3.6981299e-08,1e-07,5.48
794.4672,38.15,"[3M+2K]2+ 503.668","","","",NA,1009249.8,3.8032105e-08,1e-07,48.27
286.9321,42.87,"[M+K]+ 247.969","","","",NA,2497519.6,4.083702e-08,1.1e-07,8.57
263.0696,59.79,"","","","",NA,1277815.3,4.0878719e-08,1.1e-07,47.11
343.9593,43.54,"","","","",NA,8425120,4.1025184e-08,1.1e-07,31.64
501.9871,45.85,"","","","",NA,621883.4,4.1395084e-08,1.1e-07,39.54
247.9464,44.21,"","","","",NA,278230.7,4.1598666e-08,1.1e-07,41.44
298.0639,38.28,"","[50][M+2]+","C14H14Cl2N2O; ","Enilconazole; ","HMDB0031794; ",2418511.8,4.1716616e-08,1.1e-07,4.54
505.8908,44.76,"","","","",NA,827111,4.3014579e-08,1.1e-07,40.25
370.0522,41.82,"[M+Na]+ 347.063","","C10H14N5O7P; ","Adenosine monophosphate; 2'-Deoxyguanosine 5'-monophosphate; 3'-AMP; Adenosine 2'-phosphate; 2-hydroxy-dAMP; ","HMDB0000045; HMDB0001044; HMDB0003540; HMDB0011617; HMDB0059594; ",3305348.6,4.4790795e-08,1.1e-07,49.62
141.051,34.66,"[2M+2Na-H]+ 48.0407","","","",NA,13735546.7,4.5957519e-08,1.2e-07,5.23
218.1387,52.3,"","","C10H19NO4; ","Propionylcarnitine; ","HMDB0000824; ",12645181.8,4.6488289e-08,1.2e-07,16.09
126.0245,34.81,"","","","",NA,279839544.2,4.6758491e-08,1.2e-07,20.26
472.9301,39.02,"","[64][M+2]+","","",NA,3266270.8,5.0114953e-08,1.3e-07,2.83
878.5191,38.22,"[M+Na]+ 855.53","","","",NA,518703.8,5.0422244e-08,1.3e-07,49.85
166.0864,104.45,"[M+H+HCOOH]+ 119.074","[25][M]+","","",NA,2695740.7,5.4558468e-08,1.4e-07,25.12
197.101,38.18,"[M+H]+ 196.094","","","",NA,9362025.7,5.6661739e-08,1.4e-07,8.92
219.0827,39.6,"","","","",NA,19813458.8,5.6859315e-08,1.4e-07,2.34
696.6113,38.24,"","","","",NA,1043499.6,5.7601606e-08,1.4e-07,44.38
200.0685,39.76,"[M+K]+ 161.105","[34][M]+","C9H12O5; C7H15NO3; ","(Z)-3-(1-Formyl-1-propenyl)pentanedioic acid; L-Carnitine; ","HMDB0033091; HMDB0000062; ",25065550.8,6.3729416e-08,1.6e-07,3.62
322.8111,38.22,"","","","",NA,4765691.6,6.7646774e-08,1.7e-07,6.74
215.1447,42.58,"","[38][M+1]+","","",NA,8374434.4,6.84954e-08,1.7e-07,9.94
176.066,70.08,"[M+Na+NaCOOH]+ 85.0895","","C5H11N; ","Piperidine; ","HMDB0034301; ",6643498.7,6.868776e-08,1.7e-07,3.71
170.0412,34.57,"","","","",NA,1750774,7.31766e-08,1.8e-07,4.64
354.7593,38.2,"","","","",NA,625003.2,7.4694712e-08,1.9e-07,30.14
288.2031,81,"","","C12H25N5O3; ","Arginylisoleucine; Arginylleucine; Isoleucyl-Arginine; Leucyl-Arginine; ","HMDB0028712; HMDB0028713; HMDB0028901; HMDB0028923; ",2353837.6,7.8987548e-08,2e-07,45.19
262.165,81.17,"","","C12H23NO5; ","3-Hydroxyisovalerylcarnitine; hydroxyisovaleroyl carnitine; 2-Hydroxyisovalerylcarnitine; ","HMDB0061189; HMDB0062555; HMDB0240421; ",4789453.6,7.9046293e-08,2e-07,3.8
634.5694,38.18,"[M+H-C2H4]+ 661.596","","","",NA,448839.8,8.2081009e-08,2e-07,35.38
161.0503,9.77,"","","","",NA,9540562.8,8.4113447e-08,2.1e-07,3.29
528.8921,38.77,"","","","",NA,4002463.3,8.4279117e-08,2.1e-07,4.88
263.9336,34.94,"[2M+Na+K]2+ 232.956","","","",NA,1440381.1,8.4767742e-08,2.1e-07,20.56
382.7671,38.22,"[M+Na+NaCOOH]+ 291.79","","","",NA,9813807,9.1384788e-08,2.2e-07,9.43
140.0213,34.66,"","[17][M+1]+","","",NA,262600891.1,9.4313452e-08,2.3e-07,4.05
401.9179,42.94,"","","","",NA,471640.9,9.4754057e-08,2.3e-07,51.18
448.6685,38.25,"","","","",NA,1863034.5,9.7612823e-08,2.4e-07,3.96
800.5026,38.17,"[M+Na]+ 777.513","","","",NA,1111956.7,9.8543728e-08,2.4e-07,52.16
538.6643,38.2,"","","","",NA,372913.7,1.0003491e-07,2.4e-07,29.44
278.8934,37.53,"","","","",NA,2729550.4,1.0248412e-07,2.5e-07,8.05
239.0638,41.51,"[M+H-CO]+ 266.051 [M+2H-CO]2+ 504.107","","","",NA,3866568.9,1.0407724e-07,2.5e-07,32.53
508.7055,38.25,"","","","",NA,2670570.1,1.0416374e-07,2.5e-07,41
214.9176,34.77,"[M+H]+ 213.91","","","",NA,13866959.6,1.0655662e-07,2.6e-07,3.54
388.7123,38.17,"","","","",NA,1284188,1.0874919e-07,2.6e-07,5.12
573.0534,43.14,"[M+Na]+ 550.064","","","",NA,1394699.7,1.1107198e-07,2.7e-07,37.64
428.8273,39.2,"","","","",NA,3359407.1,1.1533827e-07,2.8e-07,6.54
230.8102,38.27,"","","","",NA,1142116.3,1.1818737e-07,2.8e-07,28.69
399.9209,43.06,"","","","",NA,506794.4,1.2719449e-07,3e-07,48.05
682.5885,38.18,"","","","",NA,1311703,1.3323094e-07,3.2e-07,42.63
761.0446,40.61,"","","","",NA,2401791.2,1.3463464e-07,3.2e-07,41.88
257.9771,34.95,"[M+K+HCOOH]+ 173.009 [M+Na+HCOOH]+ 188.983 [M+H+HCOOH]+ 210.964","","","",NA,43946941.6,1.4024318e-07,3.3e-07,15.64
271.9649,39.74,"[M+Na]+ 248.976","","","",NA,2880112.4,1.4253399e-07,3.4e-07,7.12
236.0715,38.99,"","","C7H13N3O4S; ","Asparaginylcysteine; Cysteinyl-Asparagine; ","HMDB0028728; HMDB0028770; ",1549516.2,1.4525256e-07,3.4e-07,2.15
462.78,38.22,"[M+Na+NaCOOH]+ 371.804","","","",NA,2250294,1.4756078e-07,3.5e-07,27.13
263.6584,32.64,"","","","",NA,130102.5,1.5305538e-07,3.6e-07,41.7
235.9847,42.17,"","","","",NA,322826.6,1.595724e-07,3.7e-07,36.82
208.9823,45.96,"","","","",NA,997654,1.7056652e-07,4e-07,46.73
372.9623,44.79,"","","","",NA,127632.3,1.7463645e-07,4.1e-07,43.61
510.7104,38.37,"[2M+Na]+ 243.86","","","",NA,4444974.5,1.8208445e-07,4.3e-07,8.65
320.9045,44.45,"","","","",NA,113851.9,1.8454696e-07,4.3e-07,46.01
820.5606,38.35,"","","","",NA,954888.8,1.996129e-07,4.6e-07,47.97
348.0704,42.52,"[M+H]+ 347.063","","C10H14N5O7P; ","Adenosine monophosphate; 2'-Deoxyguanosine 5'-monophosphate; 3'-AMP; Adenosine 2'-phosphate; 2-hydroxy-dAMP; ","HMDB0000045; HMDB0001044; HMDB0003540; HMDB0011617; HMDB0059594; ",7345074.9,2.0357636e-07,4.7e-07,40.04
362.9338,44.77,"","","","",NA,252071.3,2.0553427e-07,4.8e-07,38.63
184.9799,48.82,"","","C3H2ClF5O; ","Enflurane; Isoflurane; ","HMDB0014373; HMDB0014891; ",313976.4,2.3043184e-07,5.3e-07,7.97
132.9874,43.12,"[M+H]+ 131.98","","","",NA,3958797.7,2.3394463e-07,5.4e-07,9
612.9152,39.38,"","","","",NA,379600.6,2.4149821e-07,5.6e-07,40.11
174.9851,26.07,"","","","",NA,7361057.8,2.4338586e-07,5.6e-07,7.29
530.8891,38.77,"[M+K]+ 491.926","","","",NA,2208558,2.5241305e-07,5.8e-07,4.94
360.0474,40.99,"","[53][M+1]+","","",NA,8182014.7,2.6157648e-07,6e-07,33.37
98.0969,42.77,"[M+H]+ 97.0897","","","",NA,111156086.8,2.7811739e-07,6.4e-07,11.18
241.9644,34.85,"","[43][M+2]+","","",NA,22652038,2.8599738e-07,6.5e-07,30.19
688.5794,38.2,"","","","",NA,499462.2,2.8906085e-07,6.6e-07,53.27
225.0347,39.96,"[M+Na]+ 202.046","","","",NA,3769925.3,2.9734627e-07,6.8e-07,4.14
485.3588,43.13,"[M+H]+ 484.351","[67][M]+","","",NA,3246391.2,3.0571374e-07,6.9e-07,3.01
236.9982,43.38,"[M+Na]+ 214.009","[42][M]+","","",NA,14852234.3,3.058138e-07,6.9e-07,3.57
229.0585,89.44,"","","C5H13N2O6P; ","L-2-Aminoethyl seryl phosphate; ","HMDB0031950; ",432134.1,3.2914565e-07,7.5e-07,34.51
732.5156,38.18,"[M+H-HCOOH]+ 777.513","","","",NA,938207,3.3962333e-07,7.7e-07,55.64
92.5228,34.68,"","","","",NA,5839884.5,3.5645419e-07,8e-07,8.72
414.7149,38.28,"","","","",NA,2558608.8,3.5682558e-07,8e-07,6.64
722.7037,38.79,"[M+K]+ 683.739","","","",NA,573014.2,3.6230138e-07,8.1e-07,44.99
289.936,39.61,"","","","",NA,1056765.8,3.8630057e-07,8.7e-07,28.34
114.0665,41.41,"[M+H]+ 113.059","[10][M]+","C4H7N3O; ","Creatinine; ","HMDB0000562; ",1323243.8,3.9189313e-07,8.8e-07,0.92
116.8911,38.47,"","","","",NA,4114109.1,4.5864371e-07,1.03e-06,20.47
652.6297,38.24,"[3M+Na]+ 209.881 [M+Na]+ 629.64","","","",NA,975867.5,4.6361653e-07,1.03e-06,28.22
476.9406,39.09,"","[65][M]+","","",NA,9873370,4.7794223e-07,1.06e-06,20.95
736.5096,38.06,"[M+H-COCH2]+ 777.513","","","",NA,585185,4.7893096e-07,1.06e-06,52.9
512.6845,38.23,"[M+K]+ 473.723","","","",NA,791556.1,4.835443e-07,1.07e-06,53.47
532.6298,38.04,"","","","",NA,738446.5,4.836399e-07,1.07e-06,7.19
391.2276,42.93,"[3M+H]+ 130.073 [M+Na]+ 368.239 [M+H]+ 390.22","","C20H32F2O5; ","Lubiprostone; ","HMDB0015180; ",11009724.4,5.1139045e-07,1.13e-06,51.56
90.0555,41.04,"[M+H-C2H4]+ 117.079","","C5H11NO2; ","L-Valine; Vaporole; N-Methyl-a-aminoisobutyric acid; 5-Aminopentanoic acid; Norvaline; ","HMDB0000883; HMDB0001382; HMDB0002141; HMDB0003355; HMDB0013716; ",1014518.7,5.1927805e-07,1.15e-06,7.23
134.1063,69.62,"","[14][M+2]+","","",NA,8400600.2,5.2658071e-07,1.16e-06,0.41
356.0668,50.71,"","","","",NA,73621.8,5.437594e-07,1.2e-06,40.17
298.1873,36.4,"","","","",NA,185240.3,5.9231944e-07,1.3e-06,33.65
590.6774,38.26,"[M+K+NaCOOH]+ 483.726","","","",NA,793425.5,6.055186e-07,1.33e-06,27.92
169.9977,25.11,"","","","",NA,6028561.6,6.2687783e-07,1.37e-06,5.21
370.7409,38.24,"[3M+Na]+ 115.918","","","",NA,2607862.6,6.3664084e-07,1.39e-06,12.61
214.0064,39.94,"","","","",NA,4647842.5,6.4741981e-07,1.41e-06,5.51
268.8467,38.24,"","","","",NA,3713938,6.7924626e-07,1.48e-06,6.05
249.0539,49.11,"","","","",NA,2260678.5,6.8659182e-07,1.49e-06,14.09
216.0544,69.05,"","","","",NA,2774991.6,7.1992381e-07,1.56e-06,2.51
342.0646,40.83,"","","","",NA,282474.4,7.5814078e-07,1.64e-06,44.55
339.9755,47.34,"","","","",NA,232267.4,7.7248037e-07,1.67e-06,43.9
149.993,39.11,"","","","",NA,651236.7,8.0092624e-07,1.73e-06,6.33
316.0834,43.2,"","","C16H13NO6; ","Avenanthramide C; ","HMDB0038576; ",38335153.5,8.2169382e-07,1.77e-06,31.86
428.6996,38.26,"[M+Na]+ 405.711","","","",NA,2520465.6,8.492906e-07,1.83e-06,13.73
187.0715,43.98,"","","C7H10N2O4; ","Pyroglutamylglycine; ","HMDB0061890; ",3401031.2,8.6812532e-07,1.86e-06,3.29
374.8167,38.81,"","","","",NA,1117683,8.8217921e-07,1.89e-06,2.43
120.0034,39.1,"","","","",NA,1620815.1,8.9921777e-07,1.92e-06,7.49
120.081,79.96,"[M+H]+ 119.074","[12][M]+","","",NA,5665852.8,9.2932058e-07,1.99e-06,5.9
160.0759,88.87,"","","C10H9NO; ","Indoleacetaldehyde; N-Hydroxy-1-aminonaphthalene; ","HMDB0001190; HMDB0062503; ",2360899.8,9.4373238e-07,2.01e-06,10.74
788.4758,38.15,"","","","",NA,697774.7,9.5280882e-07,2.03e-06,47.25
502.7601,38.71,"[M+Na+NaCOOH]+ 411.782","","","",NA,2535765.6,1.1039968e-06,2.35e-06,8.35
244.0792,40.83,"","","","",NA,4214935.8,1.109777e-06,2.35e-06,2.69
72.3482,42.59,"","","","",NA,166982.5,1.1455691e-06,2.43e-06,41.21
156.1385,43,"","[22][M]+","","",NA,8346893.7,1.1493211e-06,2.43e-06,2.79
433.9799,39.49,"","[59][M+1]+","","",NA,712018.6,1.1634715e-06,2.46e-06,27.6
170.0391,41.1,"","","","",NA,9085759.2,1.1732072e-06,2.47e-06,7.83
367.9913,47.6,"[M+Na]+ 345.002","","","",NA,33385331.1,1.1780774e-06,2.48e-06,31.69
690.6201,38.15,"","","","",NA,453091.9,1.1922776e-06,2.5e-06,51.57
164.9302,38.3,"","","","",NA,8127099.7,1.435226e-06,3.01e-06,9.16
113.964,29.76,"","","","",NA,85793502.1,1.4494047e-06,3.03e-06,0.42
293.0635,39.77,"","","","",NA,662335.1,1.5175946e-06,3.17e-06,28.11
128.0194,34.74,"[M+H]+ 127.012","","","",NA,3140325.3,1.5502218e-06,3.23e-06,1.79
274.1874,42.42,"","","C11H23N5O3; ","Arginylvaline; Valylarginine; ","HMDB0028722; HMDB0029121; ",3049910.6,1.5897904e-06,3.31e-06,38.58
520.9224,38.76,"","","","",NA,2641245.3,1.6564503e-06,3.44e-06,14.81
521.3354,43.53,"","","","",NA,220705.4,1.7070431e-06,3.54e-06,43.88
301.9568,43.4,"","","","",NA,32038044.4,1.722319e-06,3.57e-06,31.54
235.9618,34.8,"","","","",NA,3378479.8,1.727437e-06,3.57e-06,21.15
238.8419,38.39,"","","","",NA,3922509.7,1.8500857e-06,3.82e-06,9.07
336.8343,38.18,"","","","",NA,1228214.2,1.8533297e-06,3.82e-06,30.98
228.9734,41.99,"","","","",NA,1646734.1,1.9948869e-06,4.11e-06,3.75
706.6404,38.28,"[M+Na+NaCOOH]+ 615.664 [M+Na+HCOOH]+ 637.646","","","",NA,766498.9,2.0021198e-06,4.12e-06,47.93
708.7749,38.19,"","","","",NA,630727.8,2.0257214e-06,4.16e-06,41.62
362.0197,42.66,"","","","",NA,157669.6,2.0367912e-06,4.17e-06,47.35
308.8267,38.5,"[M+K]+ 269.863","","","",NA,736403.5,2.137675e-06,4.37e-06,5.11
88.9532,34.67,"","","","",NA,3155555.4,2.1571342e-06,4.41e-06,9.53
660.662,38.54,"","","","",NA,2008271.3,2.1704097e-06,4.43e-06,31.57
280.9932,37.46,"","","","",NA,1196376.1,2.2594174e-06,4.6e-06,28.21
266.0164,34.94,"","","","",NA,6936613.2,2.2786162e-06,4.63e-06,25.45
352.8083,38.35,"","","","",NA,577688.2,2.347855e-06,4.76e-06,5.74
260.1968,44.27,"","","C12H25N3O3; ","Isoleucyl-Lysine; Leucyl-Lysine; Lysylisoleucine; Lysylleucine; ","HMDB0028912; HMDB0028934; HMDB0028954; HMDB0028955; ",4235025,2.3788984e-06,4.82e-06,41.45
99.5316,34.72,"[M+H-H20]+ 116.541","","","",NA,122025812.9,2.4088679e-06,4.87e-06,7.04
137.0072,45.01,"","","","",NA,104096.9,2.4189485e-06,4.88e-06,34.29
292.2118,50.92,"","","","",NA,2460338.7,2.5340937e-06,5.11e-06,4.84
692.7926,38.5,"","","","",NA,244179.4,2.6303345e-06,5.29e-06,42.32
496.9436,38.76,"","","","",NA,3769600.5,2.6349059e-06,5.3e-06,32.75
718.8032,38.53,"","","","",NA,795444.1,2.6835209e-06,5.38e-06,36.67
193.1629,43.08,"","[33][M+1]+","","",NA,49575215.8,2.7311676e-06,5.47e-06,2.46
174.149,43.1,"[M+H]+ 173.142 [M+H-C2H4]+ 201.173","[28][M]+","C9H20NO2; ","Butyrylcholine; (2S,4R,5S)-Muscarine; ","HMDB0013223; HMDB0029936; ",74884215.8,2.8934336e-06,5.79e-06,2.44
154.9904,28.25,"","","","",NA,653909.9,2.9645235e-06,5.92e-06,5.46
192.1596,43.08,"[M+Na]+ 169.171","[33][M]+","","",NA,515988492.2,3.0540813e-06,6.09e-06,2.15
171.1129,43.7,"[M+2H-C2H4]2+ 368.239","","","",NA,2819041.4,3.1769933e-06,6.32e-06,3.33
150.0143,25.76,"","","","",NA,32241514,3.2532678e-06,6.47e-06,3.02
218.1388,78.45,"","[39][M]+","","",NA,17873313.9,3.2903638e-06,6.53e-06,20.94
455.9622,38.99,"","[62][M+1]+","","",NA,1341862,3.3431271e-06,6.62e-06,31
274.954,43.38,"[M+Na+K-H]+ 214.009","","","",NA,2807756.2,3.3594947e-06,6.64e-06,8.85
648.6816,38.3,"","","","",NA,629263.1,3.5681612e-06,7.05e-06,43.58
608.8322,38.6,"","","","",NA,2606797.2,3.8410269e-06,7.57e-06,31.86
496.6794,38.16,"[2M+2K-H]+ 209.881","","","",NA,2022924.8,4.0325972e-06,7.94e-06,20.11
175.1523,43.12,"","[28][M+1]+","","",NA,6900193.2,4.0546007e-06,7.97e-06,2.89
465.9032,45.52,"","","","",NA,679211.8,4.2228273e-06,8.29e-06,30.34
700.5596,38.25,"[M+K]+ 661.596","","","",NA,489712.3,4.2713929e-06,8.37e-06,37.75
365.1278,49.31,"","","C16H20N4O4S; ","hydroxytorsemide; ","HMDB0060982; ",2318636.2,4.5389371e-06,8.88e-06,6.83
332.7954,38.29,"[M+Na+K]2+ 603.637","","","",NA,2067090.2,4.5487355e-06,8.88e-06,31.53
171.0346,24.74,"","","","",NA,6454991.1,4.5875568e-06,8.95e-06,3.21
498.6804,38.29,"[M+Na+NaCOOH]+ 407.705","","","",NA,4316505.3,4.6347883e-06,9.02e-06,40.48
386.7607,38.14,"","","","",NA,820735.3,4.6436988e-06,9.03e-06,30.37
261.0052,34.62,"[M+Na]+ 238.016","","","",NA,1725798.1,4.6556804e-06,9.04e-06,13.85
527.0955,40.73,"[M+Na]+ 504.107","","","",NA,1078045.4,4.9183311e-06,9.53e-06,36.75
712.7683,38.47,"","","","",NA,1956627.7,5.0143905e-06,9.7e-06,18.56
524.6875,38.28,"[M+H-HCOOH]+ 569.685","","","",NA,2667842,5.4134999e-06,1.046e-05,1.7
672.5601,38.16,"[M+Na]+ 649.572","","","",NA,900322.1,5.4201577e-06,1.046e-05,51.94
216.0543,51.04,"[M+2H-HCOOH]2+ 476.097","","C22H20O12; ","Diosmetin 7-O-beta-D-glucuronopyranoside; 3,4,5-trihydroxy-6-{[5-hydroxy-2-(3-hydroxy-5-methoxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}oxane-2-carboxylic acid; 3,4,5-trihydroxy-6-{[7-hydroxy-2-(3-hydroxy-5-methoxyphenyl)-4-oxo-4H-chromen-5-yl]oxy}oxane-2-carboxylic acid; 6-[3-(5,7-dihydroxy-4-oxo-4H-chromen-2-yl)-5-methoxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid; 6-{[3,5-dihydroxy-2-(3-methoxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid; ","HMDB0037452; HMDB0124901; HMDB0124902; HMDB0124903; HMDB0126583; ",889497.1,5.5327388e-06,1.066e-05,2.08
816.4764,38.17,"[M+K]+ 777.513","","","",NA,394230.1,5.7410457e-06,1.104e-05,32.72
160.0971,42.01,"","","C7H13NO3; ","2-Methylbutyrylglycine; Isovalerylglycine; Valerylglycine; N-Acetylvaline; 3-Dehydrocarnitine; ","HMDB0000339; HMDB0000678; HMDB0000927; HMDB0011757; HMDB0012154; ",3082453.5,5.9786082e-06,1.148e-05,10.72
334.837,38.35,"[M+Na+NaCOOH]+ 243.86","","","",NA,3917773.1,6.3200892e-06,1.212e-05,18.84
359.0437,41,"[M+Na]+ 336.055","[53][M]+","","",NA,78154559.3,6.4181293e-06,1.229e-05,20.53
460.7829,38.23,"","","","",NA,1970705.9,6.7172628e-06,1.284e-05,26.04
214.8362,38.24,"[M+K]+ 175.873","","","",NA,2988852.3,7.0201535e-06,1.34e-05,1.95
276.1443,48.81,"","","C12H21NO6; ","Glutarylcarnitine; ","HMDB0013130; ",3866499.3,7.0417211e-06,1.342e-05,3.24
734.5126,38.17,"[M+H-COCH2]+ 775.516","","C44H74NO8P; ","PC(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)); PC(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z)); PC(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)); PC(18:4(6Z,9Z,12Z,15Z)/18:3(6Z,9Z,12Z)); PC(18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z)); ","HMDB0007925; HMDB0008174; HMDB0008207; HMDB0008238; HMDB0008239; ",960004.5,7.3864214e-06,1.406e-05,52.41
360.8399,38.87,"[M+Na+NaCOOH]+ 269.863","","","",NA,1254795.6,7.8033956e-06,1.483e-05,5.35
337.0618,42.37,"","","","",NA,114470780.6,8.1216109e-06,1.541e-05,30.15
614.6013,38.2,"","","","",NA,1679185.3,8.1695211e-06,1.548e-05,53.81
254.0692,44.54,"","","","",NA,1257928.2,8.626574e-06,1.632e-05,30.99
140.9885,38.23,"","","","",NA,5281432.2,8.7881e-06,1.66e-05,5.88
684.7615,38.45,"","","","",NA,2714888,9.0251472e-06,1.702e-05,5.81
244.9466,34.89,"","","","",NA,1346314.9,9.1905423e-06,1.73e-05,3.41
226.0451,43.45,"[M+2Na-H]+ 181.073 [M+Na]+ 203.056","","","",NA,975035.7,9.604763e-06,1.806e-05,8.25
202.8563,38.16,"[M+H-COCH2]+ 243.86","","","",NA,290749,9.6290395e-06,1.808e-05,32.1
262.2013,103.9,"","","","",NA,3810508.4,1.0089792e-05,1.891e-05,7.36
534.8994,38.81,"","","","",NA,4860480.3,1.0164539e-05,1.902e-05,23.72
262.7582,38.3,"","","","",NA,275576.1,1.0209691e-05,1.908e-05,46.45
204.9669,20.49,"","","","",NA,606640.5,1.0562794e-05,1.971e-05,29.93
510.0685,43.94,"","","","",NA,367486.3,1.0635352e-05,1.982e-05,35.06
450.0186,46.28,"","","","",NA,2361688.9,1.0773188e-05,2.004e-05,41.12
181.0721,98.45,"","[29][M]+","","",NA,761549.2,1.1306336e-05,2.1e-05,7.23
383.116,40.19,"[M+K]+ 344.154","","","",NA,2764251.8,1.1432253e-05,2.121e-05,18.41
422.7465,38.3,"","","","",NA,2002264.3,1.1540779e-05,2.138e-05,10.61
410.7671,38.53,"","","","",NA,3399886.4,1.2064285e-05,2.231e-05,5.19
238.0014,43.65,"","[42][M+1]+","","",NA,921449.9,1.2085765e-05,2.232e-05,8.37
512.918,38.87,"","","","",NA,3751965.9,1.3054688e-05,2.407e-05,23.2
307.0441,42.96,"","","C14H10O8; ","2-(3,4-Dihydroxybenzoyloxy)-4,6-dihydroxybenzoate; ","HMDB0059651; ",8004781.9,1.451987e-05,2.674e-05,27.65
670.7843,38.66,"","","","",NA,763043.1,1.4570436e-05,2.676e-05,30.19
810.5316,38.25,"[M+H-HCOOH]+ 855.53","","","",NA,1149255.5,1.4574729e-05,2.676e-05,48.84
265.0231,44.12,"","","","",NA,3782708.5,1.6058394e-05,2.944e-05,2.38
